
img_size =

   216   256    16     1

Training UNet...
[Warning: MATLAB has disabled some advanced graphics rendering features by switching to software OpenGL. For more information, click <a href="matlab:opengl('problems')">here</a>.] 
Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|      55 |        2180 |       01:25:14 |       99.40% |              |       0.0673 |              |      5.0000e-07 |
|      55 |        2200 |       01:26:05 |       99.28% |       98.94% |       0.0763 |       0.1319 |      5.0000e-07 |
|      56 |        2220 |       01:26:51 |       99.32% |              |       0.0804 |              |      5.0000e-07 |
|      56 |        2240 |       01:27:36 |       99.51% |              |       0.0544 |              |      5.0000e-07 |
|      57 |        2260 |       01:28:23 |       99.20% |              |       0.0732 |              |      5.0000e-07 |
|      57 |        2280 |       01:29:08 |       99.37% |              |       0.0803 |              |      5.0000e-07 |
|      58 |        2300 |       01:30:00 |       99.42% |       98.93% |       0.0651 |       0.1383 |      5.0000e-07 |
|      58 |        2320 |       01:30:45 |       99.32% |              |       0.0761 |              |      5.0000e-07 |
|      59 |        2340 |       01:31:31 |       99.16% |              |       0.0672 |              |      5.0000e-07 |
|      59 |        2360 |       01:32:16 |       99.09% |              |       0.0941 |              |      5.0000e-07 |
|      60 |        2380 |       01:33:03 |       99.37% |              |       0.0621 |              |      5.0000e-07 |
|      60 |        2400 |       01:33:53 |       99.29% |       98.94% |       0.0911 |       0.1340 |      5.0000e-07 |
|      61 |        2420 |       01:34:40 |       99.38% |              |       0.0555 |              |      5.0000e-08 |
|      61 |        2440 |       01:35:25 |       99.11% |              |       0.0810 |              |      5.0000e-08 |
|      62 |        2460 |       01:36:11 |       99.32% |              |       0.0573 |              |      5.0000e-08 |
|      62 |        2480 |       01:36:56 |       99.39% |              |       0.0515 |              |      5.0000e-08 |
|      63 |        2500 |       01:37:49 |       99.47% |       98.95% |       0.0532 |       0.1413 |      5.0000e-08 |
|      63 |        2520 |       01:38:34 |       99.34% |              |       0.0538 |              |      5.0000e-08 |
|      64 |        2540 |       01:39:21 |       99.42% |              |       0.0547 |              |      5.0000e-08 |
|      64 |        2560 |       01:40:06 |       99.42% |              |       0.0513 |              |      5.0000e-08 |
|      65 |        2580 |       01:40:52 |       99.23% |              |       0.0806 |              |      5.0000e-08 |
|      65 |        2600 |       01:41:43 |       99.37% |       98.93% |       0.0651 |       0.1365 |      5.0000e-08 |
|      66 |        2620 |       01:42:30 |       99.31% |              |       0.0611 |              |      5.0000e-08 |
|      66 |        2640 |       01:43:15 |       99.43% |              |       0.0558 |              |      5.0000e-08 |
|      67 |        2660 |       01:44:01 |       99.16% |              |       0.0695 |              |      5.0000e-08 |
|      67 |        2680 |       01:44:46 |       99.29% |              |       0.0784 |              |      5.0000e-08 |
|      68 |        2700 |       01:45:39 |       99.35% |       98.95% |       0.0602 |       0.1385 |      5.0000e-08 |
|      68 |        2720 |       01:46:24 |       99.06% |              |       0.0747 |              |      5.0000e-08 |
|      69 |        2740 |       01:47:10 |       98.97% |              |       0.1145 |              |      5.0000e-08 |
|      69 |        2760 |       01:47:55 |       99.24% |              |       0.0616 |              |      5.0000e-08 |
|      70 |        2780 |       01:48:42 |       99.12% |              |       0.1013 |              |      5.0000e-08 |
|      70 |        2800 |       01:49:33 |       99.19% |       98.98% |       0.0873 |       0.1337 |      5.0000e-08 |
|      71 |        2820 |       01:50:19 |       99.28% |              |       0.0908 |              |      5.0000e-09 |
|      71 |        2840 |       01:51:04 |       99.45% |              |       0.0563 |              |      5.0000e-09 |
|      72 |        2860 |       01:51:51 |       99.30% |              |       0.0590 |              |      5.0000e-09 |
|      72 |        2880 |       01:52:36 |       99.22% |              |       0.0736 |              |      5.0000e-09 |
|      73 |        2900 |       01:53:28 |       99.49% |       98.94% |       0.0534 |       0.1381 |      5.0000e-09 |
|      73 |        2920 |       01:54:13 |       99.25% |              |       0.0792 |              |      5.0000e-09 |
|      74 |        2940 |       01:55:00 |       99.40% |              |       0.0680 |              |      5.0000e-09 |
|      74 |        2960 |       01:55:45 |       99.41% |              |       0.0503 |              |      5.0000e-09 |
|      75 |        2980 |       01:56:31 |       99.25% |              |       0.0600 |              |      5.0000e-09 |
|      75 |        3000 |       01:57:22 |       99.15% |       98.93% |       0.0713 |       0.1368 |      5.0000e-09 |
|      76 |        3020 |       01:58:09 |       99.24% |              |       0.0691 |              |      5.0000e-09 |
|      76 |        3040 |       01:58:54 |       99.48% |              |       0.0489 |              |      5.0000e-09 |
|      77 |        3060 |       01:59:41 |       99.19% |              |       0.0810 |              |      5.0000e-09 |
|      77 |        3080 |       02:00:26 |       99.31% |              |       0.0777 |              |      5.0000e-09 |
|      78 |        3100 |       02:01:18 |       99.38% |       98.95% |       0.0563 |       0.1400 |      5.0000e-09 |
|      78 |        3120 |       02:02:04 |       99.19% |              |       0.0924 |              |      5.0000e-09 |
|      79 |        3140 |       02:02:50 |       99.46% |              |       0.0645 |              |      5.0000e-09 |
|      79 |        3160 |       02:03:35 |       99.29% |              |       0.0784 |              |      5.0000e-09 |
|      80 |        3180 |       02:04:22 |       99.43% |              |       0.0581 |              |      5.0000e-09 |
|      80 |        3200 |       02:05:13 |       99.28% |       98.96% |       0.0629 |       0.1359 |      5.0000e-09 |
|      81 |        3220 |       02:05:59 |       99.41% |              |       0.0892 |              |      5.0000e-10 |
|      81 |        3240 |       02:06:44 |       99.40% |              |       0.0579 |              |      5.0000e-10 |
|      82 |        3260 |       02:07:31 |       99.40% |              |       0.0613 |              |      5.0000e-10 |
|      82 |        3280 |       02:08:16 |       99.46% |              |       0.0574 |              |      5.0000e-10 |
|      83 |        3300 |       02:09:08 |       99.18% |       98.96% |       0.0695 |       0.1382 |      5.0000e-10 |
|      83 |        3320 |       02:09:53 |       99.39% |              |       0.0772 |              |      5.0000e-10 |
|      84 |        3340 |       02:10:40 |       99.24% |              |       0.0783 |              |      5.0000e-10 |
|      84 |        3360 |       02:11:25 |       99.39% |              |       0.0766 |              |      5.0000e-10 |
|      85 |        3380 |       02:12:11 |       99.22% |              |       0.0759 |              |      5.0000e-10 |
|      85 |        3400 |       02:13:02 |       99.41% |       98.94% |       0.0584 |       0.1364 |      5.0000e-10 |
|      86 |        3420 |       02:13:49 |       99.29% |              |       0.0843 |              |      5.0000e-10 |
|      86 |        3440 |       02:14:34 |       99.33% |              |       0.0655 |              |      5.0000e-10 |
|      87 |        3460 |       02:15:20 |       99.39% |              |       0.0797 |              |      5.0000e-10 |
|      87 |        3480 |       02:16:05 |       99.29% |              |       0.0754 |              |      5.0000e-10 |
|      88 |        3500 |       02:16:57 |       99.35% |       98.97% |       0.0663 |       0.1371 |      5.0000e-10 |
|      88 |        3520 |       02:17:43 |       99.38% |              |       0.0546 |              |      5.0000e-10 |
|      89 |        3540 |       02:18:29 |       99.26% |              |       0.0630 |              |      5.0000e-10 |
|      89 |        3560 |       02:19:14 |       99.42% |              |       0.0693 |              |      5.0000e-10 |
|      90 |        3580 |       02:20:00 |       99.26% |              |       0.0705 |              |      5.0000e-10 |
|      90 |        3600 |       02:20:51 |       99.39% |       98.90% |       0.0580 |       0.1362 |      5.0000e-10 |
|      91 |        3620 |       02:21:38 |       99.20% |              |       0.0944 |              |      5.0000e-11 |
|      91 |        3640 |       02:22:23 |       99.46% |              |       0.0644 |              |      5.0000e-11 |
|      92 |        3660 |       02:23:09 |       99.37% |              |       0.0532 |              |      5.0000e-11 |
|      92 |        3680 |       02:23:54 |       99.50% |              |       0.0562 |              |      5.0000e-11 |
|      93 |        3700 |       02:24:47 |       99.38% |       98.95% |       0.0640 |       0.1371 |      5.0000e-11 |
|      93 |        3720 |       02:25:32 |       99.12% |              |       0.0771 |              |      5.0000e-11 |
|      94 |        3740 |       02:26:18 |       99.46% |              |       0.0660 |              |      5.0000e-11 |
|      94 |        3760 |       02:27:03 |       99.08% |              |       0.0933 |              |      5.0000e-11 |
|      95 |        3780 |       02:27:50 |       99.36% |              |       0.0543 |              |      5.0000e-11 |
|      95 |        3800 |       02:28:41 |       99.49% |       98.90% |       0.0568 |       0.1369 |      5.0000e-11 |
|      96 |        3820 |       02:29:27 |       99.23% |              |       0.0713 |              |      5.0000e-11 |
|      96 |        3840 |       02:30:12 |       98.83% |              |       0.0865 |              |      5.0000e-11 |
|      97 |        3860 |       02:30:59 |       99.11% |              |       0.0820 |              |      5.0000e-11 |
|      97 |        3880 |       02:31:44 |       99.15% |              |       0.0944 |              |      5.0000e-11 |
|      98 |        3900 |       02:32:36 |       99.26% |       98.92% |       0.0738 |       0.1382 |      5.0000e-11 |
|      98 |        3920 |       02:33:21 |       99.43% |              |       0.0558 |              |      5.0000e-11 |
|      99 |        3940 |       02:34:08 |       99.38% |              |       0.0640 |              |      5.0000e-11 |
|      99 |        3960 |       02:34:53 |       99.48% |              |       0.0577 |              |      5.0000e-11 |
|     100 |        3980 |       02:35:40 |       99.24% |              |       0.0920 |              |      5.0000e-11 |
|     100 |        4000 |       02:36:30 |       99.34% |       98.98% |       0.0622 |       0.1357 |      5.0000e-11 |
|     101 |        4020 |       02:37:17 |       99.53% |              |       0.0562 |              |      5.0000e-12 |
|     101 |        4040 |       02:38:02 |       99.36% |              |       0.0634 |              |      5.0000e-12 |
|     102 |        4060 |       02:38:49 |       99.45% |              |       0.0478 |              |      5.0000e-12 |
|     102 |        4080 |       02:39:34 |       99.37% |              |       0.0577 |              |      5.0000e-12 |
|     103 |        4100 |       02:40:26 |       99.43% |       98.95% |       0.0561 |       0.1388 |      5.0000e-12 |
|     103 |        4120 |       02:41:11 |       99.24% |              |       0.0736 |              |      5.0000e-12 |
|     104 |        4140 |       02:41:58 |       99.17% |              |       0.0941 |              |      5.0000e-12 |
|     104 |        4160 |       02:42:42 |       99.32% |              |       0.0692 |              |      5.0000e-12 |
|     105 |        4180 |       02:43:29 |       99.16% |              |       0.0914 |              |      5.0000e-12 |
|     105 |        4200 |       02:44:20 |       99.38% |       98.94% |       0.0705 |       0.1335 |      5.0000e-12 |
|     106 |        4220 |       02:45:07 |       99.45% |              |       0.0574 |              |      5.0000e-12 |
|     106 |        4240 |       02:45:51 |       99.37% |              |       0.0637 |              |      5.0000e-12 |
|     107 |        4260 |       02:46:38 |       99.35% |              |       0.0797 |              |      5.0000e-12 |
|     107 |        4280 |       02:47:23 |       99.39% |              |       0.0630 |              |      5.0000e-12 |
|     108 |        4300 |       02:48:15 |       99.10% |       98.96% |       0.0681 |       0.1323 |      5.0000e-12 |
|     108 |        4320 |       02:49:01 |       99.06% |              |       0.1113 |              |      5.0000e-12 |
|     109 |        4340 |       02:49:47 |       99.33% |              |       0.0791 |              |      5.0000e-12 |
|     109 |        4360 |       02:50:32 |       98.92% |              |       0.1019 |              |      5.0000e-12 |
|     110 |        4380 |       02:51:19 |       99.41% |              |       0.0620 |              |      5.0000e-12 |
|     110 |        4400 |       02:52:10 |       99.20% |       98.98% |       0.1013 |       0.1336 |      5.0000e-12 |
|     111 |        4420 |       02:52:56 |       99.48% |              |       0.0560 |              |      5.0000e-13 |
|     111 |        4440 |       02:53:41 |       99.17% |              |       0.0729 |              |      5.0000e-13 |
|     112 |        4460 |       02:54:28 |       99.39% |              |       0.0737 |              |      5.0000e-13 |
|     112 |        4480 |       02:55:13 |       99.33% |              |       0.0637 |              |      5.0000e-13 |
|     113 |        4500 |       02:56:06 |       99.44% |       98.93% |       0.0614 |       0.1377 |      5.0000e-13 |
|     113 |        4520 |       02:56:51 |       99.14% |              |       0.0711 |              |      5.0000e-13 |
|     114 |        4540 |       02:57:37 |       99.25% |              |       0.0815 |              |      5.0000e-13 |
|     114 |        4560 |       02:58:22 |       99.21% |              |       0.0740 |              |      5.0000e-13 |
|     115 |        4580 |       02:59:09 |       99.19% |              |       0.1001 |              |      5.0000e-13 |
|     115 |        4600 |       03:00:00 |       99.42% |       98.92% |       0.0551 |       0.1387 |      5.0000e-13 |
|     116 |        4620 |       03:00:46 |       99.09% |              |       0.0872 |              |      5.0000e-13 |
|     116 |        4640 |       03:01:31 |       99.24% |              |       0.0903 |              |      5.0000e-13 |
|     117 |        4660 |       03:02:18 |       99.20% |              |       0.0694 |              |      5.0000e-13 |
|     117 |        4680 |       03:03:03 |       99.38% |              |       0.0675 |              |      5.0000e-13 |
|     118 |        4700 |       03:03:55 |       98.81% |       98.94% |       0.1865 |       0.1389 |      5.0000e-13 |
|     118 |        4720 |       03:04:41 |       99.42% |              |       0.0521 |              |      5.0000e-13 |
|     119 |        4740 |       03:05:27 |       99.25% |              |       0.0806 |              |      5.0000e-13 |
|     119 |        4760 |       03:06:12 |       99.29% |              |       0.0526 |              |      5.0000e-13 |
|     120 |        4780 |       03:06:58 |       99.33% |              |       0.0653 |              |      5.0000e-13 |
|     120 |        4800 |       03:07:49 |       99.43% |       98.95% |       0.0491 |       0.1353 |      5.0000e-13 |
|     121 |        4820 |       03:08:36 |       99.50% |              |       0.0489 |              |      5.0000e-14 |
|     121 |        4840 |       03:09:21 |       99.44% |              |       0.0495 |              |      5.0000e-14 |
|     122 |        4860 |       03:10:07 |       99.46% |              |       0.0517 |              |      5.0000e-14 |
|     122 |        4880 |       03:10:52 |       99.27% |              |       0.0835 |              |      5.0000e-14 |
|     123 |        4900 |       03:11:44 |       99.51% |       98.96% |       0.0530 |       0.1349 |      5.0000e-14 |
|     123 |        4920 |       03:12:30 |       99.32% |              |       0.0666 |              |      5.0000e-14 |
|     124 |        4940 |       03:13:16 |       99.40% |              |       0.0567 |              |      5.0000e-14 |
|     124 |        4960 |       03:14:01 |       99.45% |              |       0.0589 |              |      5.0000e-14 |
|     125 |        4980 |       03:14:47 |       99.17% |              |       0.0770 |              |      5.0000e-14 |
|     125 |        5000 |       03:15:38 |       99.41% |       98.94% |       0.0553 |       0.1373 |      5.0000e-14 |
|     126 |        5020 |       03:16:25 |       99.50% |              |       0.0487 |              |      5.0000e-14 |
|     126 |        5040 |       03:17:10 |       99.05% |              |       0.1170 |              |      5.0000e-14 |
|     127 |        5060 |       03:17:56 |       99.30% |              |       0.0691 |              |      5.0000e-14 |
|     127 |        5080 |       03:18:41 |       98.91% |              |       0.0724 |              |      5.0000e-14 |
|     128 |        5100 |       03:19:34 |       99.26% |       98.94% |       0.0683 |       0.1364 |      5.0000e-14 |
|     128 |        5120 |       03:20:19 |       99.42% |              |       0.0595 |              |      5.0000e-14 |
|     129 |        5140 |       03:21:05 |       99.45% |              |       0.0552 |              |      5.0000e-14 |
|     129 |        5160 |       03:21:50 |       99.41% |              |       0.0587 |              |      5.0000e-14 |
|     130 |        5180 |       03:22:37 |       99.13% |              |       0.0603 |              |      5.0000e-14 |
|     130 |        5200 |       03:23:28 |       99.42% |       98.95% |       0.0555 |       0.1354 |      5.0000e-14 |
|     131 |        5220 |       03:24:15 |       99.12% |              |       0.0844 |              |      5.0000e-15 |
|     131 |        5240 |       03:25:00 |       99.39% |              |       0.0712 |              |      5.0000e-15 |
|     132 |        5260 |       03:25:46 |       99.49% |              |       0.0500 |              |      5.0000e-15 |
|     132 |        5280 |       03:26:31 |       99.24% |              |       0.0751 |              |      5.0000e-15 |
|     133 |        5300 |       03:27:24 |       99.49% |       98.90% |       0.0664 |       0.1445 |      5.0000e-15 |
|     133 |        5320 |       03:28:09 |       99.28% |              |       0.0759 |              |      5.0000e-15 |
|     134 |        5340 |       03:28:56 |       99.32% |              |       0.0685 |              |      5.0000e-15 |
|     134 |        5360 |       03:29:41 |       99.38% |              |       0.0656 |              |      5.0000e-15 |
|     135 |        5380 |       03:30:27 |       99.39% |              |       0.0549 |              |      5.0000e-15 |
|     135 |        5400 |       03:31:18 |       99.21% |       98.93% |       0.0737 |       0.1379 |      5.0000e-15 |
|     136 |        5420 |       03:32:05 |       99.50% |              |       0.0486 |              |      5.0000e-15 |
|     136 |        5440 |       03:32:50 |       99.32% |              |       0.0957 |              |      5.0000e-15 |
|     137 |        5460 |       03:33:36 |       99.20% |              |       0.1102 |              |      5.0000e-15 |
|     137 |        5480 |       03:34:21 |       99.47% |              |       0.0551 |              |      5.0000e-15 |
|     138 |        5500 |       03:35:14 |       99.11% |       98.94% |       0.0748 |       0.1363 |      5.0000e-15 |
|     138 |        5520 |       03:35:59 |       99.39% |              |       0.0537 |              |      5.0000e-15 |
|     139 |        5540 |       03:36:46 |       99.43% |              |       0.0653 |              |      5.0000e-15 |
|     139 |        5560 |       03:37:30 |       99.52% |              |       0.0490 |              |      5.0000e-15 |
|     140 |        5580 |       03:38:17 |       99.42% |              |       0.0660 |              |      5.0000e-15 |
|     140 |        5600 |       03:39:08 |       99.45% |       98.93% |       0.0615 |       0.1340 |      5.0000e-15 |
|     141 |        5620 |       03:39:55 |       99.29% |              |       0.0635 |              |      5.0000e-16 |
|     141 |        5640 |       03:40:40 |       99.34% |              |       0.0803 |              |      5.0000e-16 |
|     142 |        5660 |       03:41:26 |       99.48% |              |       0.0530 |              |      5.0000e-16 |
|     142 |        5680 |       03:42:11 |       99.47% |              |       0.0595 |              |      5.0000e-16 |
|     143 |        5700 |       03:43:04 |       99.39% |       98.96% |       0.0622 |       0.1341 |      5.0000e-16 |
|     143 |        5720 |       03:43:49 |       99.40% |              |       0.0588 |              |      5.0000e-16 |
|     144 |        5740 |       03:44:36 |       99.41% |              |       0.0603 |              |      5.0000e-16 |
|     144 |        5760 |       03:45:20 |       99.18% |              |       0.0949 |              |      5.0000e-16 |
|     145 |        5780 |       03:46:07 |       99.47% |              |       0.0612 |              |      5.0000e-16 |
|     145 |        5800 |       03:46:58 |       99.48% |       98.95% |       0.0671 |       0.1401 |      5.0000e-16 |
|     146 |        5820 |       03:47:44 |       99.34% |              |       0.0582 |              |      5.0000e-16 |
|     146 |        5840 |       03:48:30 |       99.47% |              |       0.0519 |              |      5.0000e-16 |
|     147 |        5860 |       03:49:16 |       99.26% |              |       0.0860 |              |      5.0000e-16 |
|     147 |        5880 |       03:50:01 |       99.34% |              |       0.0581 |              |      5.0000e-16 |
|     148 |        5900 |       03:50:53 |       99.32% |       98.93% |       0.0549 |       0.1403 |      5.0000e-16 |
|     148 |        5920 |       03:51:38 |       99.41% |              |       0.0658 |              |      5.0000e-16 |
|     149 |        5940 |       03:52:25 |       99.40% |              |       0.0638 |              |      5.0000e-16 |
|     149 |        5960 |       03:53:10 |       99.38% |              |       0.0564 |              |      5.0000e-16 |
|     150 |        5980 |       03:53:56 |       99.29% |              |       0.0732 |              |      5.0000e-16 |
|     150 |        6000 |       03:54:47 |       99.29% |       98.94% |       0.0653 |       0.1419 |      5.0000e-16 |
|     151 |        6020 |       03:55:34 |       99.36% |              |       0.0564 |              |      5.0000e-17 |
|     151 |        6040 |       03:56:19 |       99.29% |              |       0.0570 |              |      5.0000e-17 |
|     152 |        6060 |       03:57:05 |       99.25% |              |       0.1035 |              |      5.0000e-17 |
|     152 |        6080 |       03:57:50 |       99.30% |              |       0.0719 |              |      5.0000e-17 |
|     153 |        6100 |       03:58:43 |       99.24% |       98.94% |       0.0617 |       0.1376 |      5.0000e-17 |
|     153 |        6120 |       03:59:28 |       99.37% |              |       0.0625 |              |      5.0000e-17 |
|     154 |        6140 |       04:00:15 |       99.22% |              |       0.0975 |              |      5.0000e-17 |
|     154 |        6160 |       04:01:00 |       99.32% |              |       0.0572 |              |      5.0000e-17 |
|     155 |        6180 |       04:01:46 |       99.13% |              |       0.1011 |              |      5.0000e-17 |
|     155 |        6200 |       04:02:37 |       99.34% |       98.90% |       0.0624 |       0.1396 |      5.0000e-17 |
|     156 |        6220 |       04:03:23 |       99.44% |              |       0.0695 |              |      5.0000e-17 |
|     156 |        6240 |       04:04:08 |       99.33% |              |       0.0613 |              |      5.0000e-17 |
|     157 |        6260 |       04:04:55 |       99.08% |              |       0.1024 |              |      5.0000e-17 |
|     157 |        6280 |       04:05:40 |       98.95% |              |       0.0739 |              |      5.0000e-17 |
|     158 |        6300 |       04:06:32 |       99.52% |       99.01% |       0.0536 |       0.1368 |      5.0000e-17 |
|     158 |        6320 |       04:07:18 |       99.25% |              |       0.0775 |              |      5.0000e-17 |
|     159 |        6340 |       04:08:04 |       99.48% |              |       0.0676 |              |      5.0000e-17 |
|     159 |        6360 |       04:08:49 |       99.42% |              |       0.0592 |              |      5.0000e-17 |
|     160 |        6380 |       04:09:36 |       99.11% |              |       0.1013 |              |      5.0000e-17 |
|     160 |        6400 |       04:10:27 |       99.48% |       98.97% |       0.0531 |       0.1350 |      5.0000e-17 |
|     161 |        6420 |       04:11:14 |       99.18% |              |       0.0774 |              |      5.0000e-18 |
|     161 |        6440 |       04:11:59 |       99.41% |              |       0.0549 |              |      5.0000e-18 |
|     162 |        6460 |       04:12:45 |       99.25% |              |       0.0920 |              |      5.0000e-18 |
|     162 |        6480 |       04:13:30 |       99.51% |              |       0.0528 |              |      5.0000e-18 |
|     163 |        6500 |       04:14:22 |       99.31% |       98.91% |       0.0638 |       0.1398 |      5.0000e-18 |
|     163 |        6520 |       04:15:08 |       99.43% |              |       0.0497 |              |      5.0000e-18 |
|     164 |        6540 |       04:15:54 |       99.24% |              |       0.0654 |              |      5.0000e-18 |
|     164 |        6560 |       04:16:39 |       99.49% |              |       0.0613 |              |      5.0000e-18 |
|     165 |        6580 |       04:17:26 |       99.25% |              |       0.0699 |              |      5.0000e-18 |
|     165 |        6600 |       04:18:17 |       99.26% |       98.95% |       0.0762 |       0.1332 |      5.0000e-18 |
|     166 |        6620 |       04:19:03 |       99.20% |              |       0.1114 |              |      5.0000e-18 |
|     166 |        6640 |       04:19:48 |       99.37% |              |       0.0722 |              |      5.0000e-18 |
|     167 |        6660 |       04:20:35 |       99.15% |              |       0.0697 |              |      5.0000e-18 |
|     167 |        6680 |       04:21:20 |       99.19% |              |       0.0551 |              |      5.0000e-18 |
|     168 |        6700 |       04:22:12 |       99.31% |       98.99% |       0.0848 |       0.1350 |      5.0000e-18 |
|     168 |        6720 |       04:22:57 |       99.40% |              |       0.0639 |              |      5.0000e-18 |
|     169 |        6740 |       04:23:44 |       99.38% |              |       0.0737 |              |      5.0000e-18 |
|     169 |        6760 |       04:24:29 |       99.38% |              |       0.0512 |              |      5.0000e-18 |
|     170 |        6780 |       04:25:15 |       99.26% |              |       0.0694 |              |      5.0000e-18 |
|     170 |        6800 |       04:26:06 |       99.44% |       98.95% |       0.0732 |       0.1360 |      5.0000e-18 |
|     171 |        6820 |       04:26:53 |       99.48% |              |       0.0621 |              |      5.0000e-19 |
|     171 |        6840 |       04:27:38 |       99.21% |              |       0.0724 |              |      5.0000e-19 |
|     172 |        6860 |       04:28:24 |       99.43% |              |       0.0580 |              |      5.0000e-19 |
|     172 |        6880 |       04:29:10 |       98.94% |              |       0.0916 |              |      5.0000e-19 |
|     173 |        6900 |       04:30:02 |       99.36% |       98.96% |       0.0604 |       0.1383 |      5.0000e-19 |
|     173 |        6920 |       04:30:47 |       99.40% |              |       0.0613 |              |      5.0000e-19 |
|     174 |        6940 |       04:31:34 |       99.31% |              |       0.0674 |              |      5.0000e-19 |
|     174 |        6960 |       04:32:19 |       99.15% |              |       0.0882 |              |      5.0000e-19 |
|     175 |        6980 |       04:33:05 |       99.29% |              |       0.0596 |              |      5.0000e-19 |
|     175 |        7000 |       04:33:56 |       99.48% |       98.95% |       0.0517 |       0.1356 |      5.0000e-19 |
|     176 |        7020 |       04:34:43 |       99.25% |              |       0.0619 |              |      5.0000e-19 |
|     176 |        7040 |       04:35:28 |       99.37% |              |       0.0646 |              |      5.0000e-19 |
|     177 |        7060 |       04:36:15 |       99.47% |              |       0.0610 |              |      5.0000e-19 |
|     177 |        7080 |       04:36:59 |       99.46% |              |       0.0556 |              |      5.0000e-19 |
|     178 |        7100 |       04:37:52 |       99.37% |       98.96% |       0.0759 |       0.1370 |      5.0000e-19 |
|     178 |        7120 |       04:38:37 |       99.22% |              |       0.0836 |              |      5.0000e-19 |
|     179 |        7140 |       04:39:24 |       99.41% |              |       0.0548 |              |      5.0000e-19 |
|     179 |        7160 |       04:40:09 |       99.24% |              |       0.0783 |              |      5.0000e-19 |
|     180 |        7180 |       04:40:55 |       99.38% |              |       0.0621 |              |      5.0000e-19 |
|     180 |        7200 |       04:41:46 |       99.51% |       98.92% |       0.0594 |       0.1413 |      5.0000e-19 |
|     181 |        7220 |       04:42:33 |       99.29% |              |       0.0764 |              |      5.0000e-20 |
|     181 |        7240 |       04:43:18 |       99.17% |              |       0.1085 |              |      5.0000e-20 |
|     182 |        7260 |       04:44:04 |       99.11% |              |       0.0832 |              |      5.0000e-20 |
|     182 |        7280 |       04:44:49 |       99.27% |              |       0.0829 |              |      5.0000e-20 |
|     183 |        7300 |       04:45:42 |       99.46% |       98.94% |       0.0495 |       0.1342 |      5.0000e-20 |
|     183 |        7320 |       04:46:27 |       99.45% |              |       0.0595 |              |      5.0000e-20 |
|     184 |        7340 |       04:47:14 |       99.34% |              |       0.0628 |              |      5.0000e-20 |
|     184 |        7360 |       04:47:58 |       99.30% |              |       0.0714 |              |      5.0000e-20 |
|     185 |        7380 |       04:48:45 |       99.40% |              |       0.0624 |              |      5.0000e-20 |
|     185 |        7400 |       04:49:36 |       99.13% |       98.98% |       0.0800 |       0.1354 |      5.0000e-20 |
|     186 |        7420 |       04:50:23 |       99.33% |              |       0.0721 |              |      5.0000e-20 |
|     186 |        7440 |       04:51:08 |       99.26% |              |       0.0706 |              |      5.0000e-20 |
|     187 |        7460 |       04:51:54 |       99.22% |              |       0.0895 |              |      5.0000e-20 |
|     187 |        7480 |       04:52:39 |       99.36% |              |       0.0652 |              |      5.0000e-20 |
|     188 |        7500 |       04:53:32 |       99.30% |       98.94% |       0.0800 |       0.1361 |      5.0000e-20 |
|     188 |        7520 |       04:54:17 |       99.29% |              |       0.0771 |              |      5.0000e-20 |
|     189 |        7540 |       04:55:04 |       99.50% |              |       0.0456 |              |      5.0000e-20 |
|     189 |        7560 |       04:55:49 |       99.53% |              |       0.0526 |              |      5.0000e-20 |
|     190 |        7580 |       04:56:35 |       98.98% |              |       0.0944 |              |      5.0000e-20 |
|     190 |        7600 |       04:57:26 |       99.30% |       98.91% |       0.0909 |       0.1355 |      5.0000e-20 |
|     191 |        7620 |       04:58:13 |       99.09% |              |       0.0835 |              |      5.0000e-21 |
|     191 |        7640 |       04:58:58 |       99.30% |              |       0.0845 |              |      5.0000e-21 |
|     192 |        7660 |       04:59:44 |       99.26% |              |       0.0809 |              |      5.0000e-21 |
|     192 |        7680 |       05:00:29 |       99.40% |              |       0.0617 |              |      5.0000e-21 |
|     193 |        7700 |       05:01:22 |       99.20% |       98.96% |       0.0788 |       0.1333 |      5.0000e-21 |
|     193 |        7720 |       05:02:07 |       99.30% |              |       0.0512 |              |      5.0000e-21 |
|     194 |        7740 |       05:02:53 |       99.40% |              |       0.0571 |              |      5.0000e-21 |
|     194 |        7760 |       05:03:38 |       99.53% |              |       0.0658 |              |      5.0000e-21 |
|     195 |        7780 |       05:04:25 |       99.36% |              |       0.0744 |              |      5.0000e-21 |
|     195 |        7800 |       05:05:16 |       99.45% |       98.97% |       0.0689 |       0.1376 |      5.0000e-21 |
|     196 |        7820 |       05:06:02 |       99.38% |              |       0.0655 |              |      5.0000e-21 |
|     196 |        7840 |       05:06:47 |       99.38% |              |       0.0550 |              |      5.0000e-21 |
|     197 |        7860 |       05:07:34 |       99.30% |              |       0.0633 |              |      5.0000e-21 |
|     197 |        7880 |       05:08:19 |       99.41% |              |       0.0571 |              |      5.0000e-21 |
|     198 |        7900 |       05:09:11 |       99.32% |       98.96% |       0.0731 |       0.1371 |      5.0000e-21 |
