
img_size =

   216   256    16     1

Training UNet...
[Warning: MATLAB has disabled some advanced graphics rendering features by switching to software OpenGL. For more information, click <a href="matlab:opengl('problems')">here</a>.] 
Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|     136 |        5440 |       03:34:54 |       98.78% |              |       0.2194 |              |      5.0000e-15 |
|     137 |        5460 |       03:35:40 |       98.42% |              |       0.1853 |              |      5.0000e-15 |
|     137 |        5480 |       03:36:25 |       98.68% |              |       0.2579 |              |      5.0000e-15 |
|     138 |        5500 |       03:37:19 |       98.89% |       98.60% |       0.1733 |       0.2502 |      5.0000e-15 |
|     138 |        5520 |       03:38:05 |       98.72% |              |       0.2673 |              |      5.0000e-15 |
|     139 |        5540 |       03:38:51 |       98.75% |              |       0.2157 |              |      5.0000e-15 |
|     139 |        5560 |       03:39:37 |       99.04% |              |       0.1466 |              |      5.0000e-15 |
|     140 |        5580 |       03:40:24 |       98.85% |              |       0.1616 |              |      5.0000e-15 |
|     140 |        5600 |       03:41:15 |       99.10% |       98.61% |       0.1784 |       0.2439 |      5.0000e-15 |
|     141 |        5620 |       03:42:02 |       98.69% |              |       0.2228 |              |      5.0000e-16 |
|     141 |        5640 |       03:42:48 |       99.19% |              |       0.1767 |              |      5.0000e-16 |
|     142 |        5660 |       03:43:34 |       98.79% |              |       0.2072 |              |      5.0000e-16 |
|     142 |        5680 |       03:44:20 |       98.64% |              |       0.1790 |              |      5.0000e-16 |
|     143 |        5700 |       03:45:13 |       98.58% |       98.61% |       0.2233 |       0.2476 |      5.0000e-16 |
|     143 |        5720 |       03:45:58 |       98.56% |              |       0.1484 |              |      5.0000e-16 |
|     144 |        5740 |       03:46:45 |       98.84% |              |       0.1741 |              |      5.0000e-16 |
|     144 |        5760 |       03:47:30 |       98.79% |              |       0.1791 |              |      5.0000e-16 |
|     145 |        5780 |       03:48:17 |       98.95% |              |       0.1996 |              |      5.0000e-16 |
|     145 |        5800 |       03:49:09 |       98.95% |       98.61% |       0.1803 |       0.2418 |      5.0000e-16 |
|     146 |        5820 |       03:49:56 |       98.89% |              |       0.1845 |              |      5.0000e-16 |
|     146 |        5840 |       03:50:41 |       98.84% |              |       0.1889 |              |      5.0000e-16 |
|     147 |        5860 |       03:51:28 |       99.00% |              |       0.1998 |              |      5.0000e-16 |
|     147 |        5880 |       03:52:13 |       98.89% |              |       0.1629 |              |      5.0000e-16 |
|     148 |        5900 |       03:53:06 |       98.81% |       98.60% |       0.1844 |       0.2391 |      5.0000e-16 |
|     148 |        5920 |       03:53:52 |       98.92% |              |       0.1595 |              |      5.0000e-16 |
|     149 |        5940 |       03:54:39 |       98.98% |              |       0.1394 |              |      5.0000e-16 |
|     149 |        5960 |       03:55:24 |       98.96% |              |       0.1650 |              |      5.0000e-16 |
|     150 |        5980 |       03:56:11 |       98.66% |              |       0.1944 |              |      5.0000e-16 |
|     150 |        6000 |       03:57:02 |       98.50% |       98.59% |       0.1944 |       0.2450 |      5.0000e-16 |
|     151 |        6020 |       03:57:50 |       98.78% |              |       0.1611 |              |      5.0000e-17 |
|     151 |        6040 |       03:58:35 |       99.05% |              |       0.2325 |              |      5.0000e-17 |
|     152 |        6060 |       03:59:22 |       98.79% |              |       0.1767 |              |      5.0000e-17 |
|     152 |        6080 |       04:00:07 |       98.76% |              |       0.2058 |              |      5.0000e-17 |
|     153 |        6100 |       04:01:00 |       98.90% |       98.59% |       0.1444 |       0.2428 |      5.0000e-17 |
|     153 |        6120 |       04:01:46 |       98.89% |              |       0.1890 |              |      5.0000e-17 |
|     154 |        6140 |       04:02:33 |       99.00% |              |       0.1699 |              |      5.0000e-17 |
|     154 |        6160 |       04:03:18 |       98.72% |              |       0.2237 |              |      5.0000e-17 |
|     155 |        6180 |       04:04:05 |       99.16% |              |       0.1696 |              |      5.0000e-17 |
|     155 |        6200 |       04:04:56 |       98.62% |       98.62% |       0.2604 |       0.2405 |      5.0000e-17 |
|     156 |        6220 |       04:05:43 |       98.69% |              |       0.2457 |              |      5.0000e-17 |
|     156 |        6240 |       04:06:29 |       98.93% |              |       0.2163 |              |      5.0000e-17 |
|     157 |        6260 |       04:07:15 |       98.86% |              |       0.1535 |              |      5.0000e-17 |
|     157 |        6280 |       04:08:00 |       98.93% |              |       0.1461 |              |      5.0000e-17 |
|     158 |        6300 |       04:08:54 |       98.50% |       98.59% |       0.2120 |       0.2399 |      5.0000e-17 |
|     158 |        6320 |       04:09:39 |       99.03% |              |       0.1144 |              |      5.0000e-17 |
|     159 |        6340 |       04:10:26 |       98.81% |              |       0.2015 |              |      5.0000e-17 |
|     159 |        6360 |       04:11:11 |       98.73% |              |       0.2320 |              |      5.0000e-17 |
|     160 |        6380 |       04:11:58 |       98.84% |              |       0.1587 |              |      5.0000e-17 |
|     160 |        6400 |       04:12:49 |       98.93% |       98.57% |       0.1687 |       0.2463 |      5.0000e-17 |
|     161 |        6420 |       04:13:36 |       98.62% |              |       0.1638 |              |      5.0000e-18 |
|     161 |        6440 |       04:14:21 |       99.04% |              |       0.1641 |              |      5.0000e-18 |
|     162 |        6460 |       04:15:08 |       98.50% |              |       0.1781 |              |      5.0000e-18 |
|     162 |        6480 |       04:15:53 |       99.10% |              |       0.1395 |              |      5.0000e-18 |
|     163 |        6500 |       04:16:47 |       98.66% |       98.59% |       0.2120 |       0.2470 |      5.0000e-18 |
|     163 |        6520 |       04:17:32 |       98.81% |              |       0.1902 |              |      5.0000e-18 |
|     164 |        6540 |       04:18:19 |       99.01% |              |       0.1510 |              |      5.0000e-18 |
|     164 |        6560 |       04:19:04 |       98.99% |              |       0.1713 |              |      5.0000e-18 |
|     165 |        6580 |       04:19:51 |       98.82% |              |       0.1565 |              |      5.0000e-18 |
|     165 |        6600 |       04:20:43 |       98.58% |       98.64% |       0.2202 |       0.2390 |      5.0000e-18 |
|     166 |        6620 |       04:21:30 |       98.83% |              |       0.2652 |              |      5.0000e-18 |
|     166 |        6640 |       04:22:15 |       99.05% |              |       0.1728 |              |      5.0000e-18 |
|     167 |        6660 |       04:23:02 |       99.23% |              |       0.1619 |              |      5.0000e-18 |
|     167 |        6680 |       04:23:47 |       99.11% |              |       0.2081 |              |      5.0000e-18 |
|     168 |        6700 |       04:24:40 |       99.16% |       98.60% |       0.1413 |       0.2454 |      5.0000e-18 |
|     168 |        6720 |       04:25:26 |       98.70% |              |       0.2771 |              |      5.0000e-18 |
|     169 |        6740 |       04:26:13 |       98.92% |              |       0.1680 |              |      5.0000e-18 |
|     169 |        6760 |       04:26:58 |       98.68% |              |       0.2611 |              |      5.0000e-18 |
|     170 |        6780 |       04:27:45 |       99.12% |              |       0.1700 |              |      5.0000e-18 |
|     170 |        6800 |       04:28:37 |       99.04% |       98.65% |       0.1894 |       0.2422 |      5.0000e-18 |
|     171 |        6820 |       04:29:24 |       98.67% |              |       0.2363 |              |      5.0000e-19 |
|     171 |        6840 |       04:30:09 |       98.67% |              |       0.1903 |              |      5.0000e-19 |
|     172 |        6860 |       04:30:56 |       98.94% |              |       0.2049 |              |      5.0000e-19 |
|     172 |        6880 |       04:31:41 |       99.01% |              |       0.1534 |              |      5.0000e-19 |
|     173 |        6900 |       04:32:34 |       98.91% |       98.61% |       0.1583 |       0.2439 |      5.0000e-19 |
|     173 |        6920 |       04:33:20 |       98.79% |              |       0.2125 |              |      5.0000e-19 |
|     174 |        6940 |       04:34:07 |       98.59% |              |       0.3246 |              |      5.0000e-19 |
|     174 |        6960 |       04:34:52 |       98.42% |              |       0.2742 |              |      5.0000e-19 |
|     175 |        6980 |       04:35:39 |       98.99% |              |       0.1767 |              |      5.0000e-19 |
|     175 |        7000 |       04:36:30 |       98.82% |       98.62% |       0.2403 |       0.2392 |      5.0000e-19 |
|     176 |        7020 |       04:37:18 |       98.99% |              |       0.1465 |              |      5.0000e-19 |
|     176 |        7040 |       04:38:03 |       98.91% |              |       0.2198 |              |      5.0000e-19 |
|     177 |        7060 |       04:38:50 |       98.62% |              |       0.2037 |              |      5.0000e-19 |
|     177 |        7080 |       04:39:35 |       98.92% |              |       0.1534 |              |      5.0000e-19 |
|     178 |        7100 |       04:40:28 |       98.90% |       98.58% |       0.2070 |       0.2369 |      5.0000e-19 |
|     178 |        7120 |       04:41:14 |       99.08% |              |       0.1587 |              |      5.0000e-19 |
|     179 |        7140 |       04:42:00 |       98.43% |              |       0.2240 |              |      5.0000e-19 |
|     179 |        7160 |       04:42:45 |       98.99% |              |       0.1350 |              |      5.0000e-19 |
|     180 |        7180 |       04:43:32 |       98.17% |              |       0.1827 |              |      5.0000e-19 |
|     180 |        7200 |       04:44:24 |       98.68% |       98.57% |       0.2502 |       0.2475 |      5.0000e-19 |
|     181 |        7220 |       04:45:11 |       98.97% |              |       0.1389 |              |      5.0000e-20 |
|     181 |        7240 |       04:45:56 |       98.82% |              |       0.1651 |              |      5.0000e-20 |
|     182 |        7260 |       04:46:43 |       98.85% |              |       0.2179 |              |      5.0000e-20 |
|     182 |        7280 |       04:47:28 |       98.77% |              |       0.1643 |              |      5.0000e-20 |
|     183 |        7300 |       04:48:21 |       98.86% |       98.62% |       0.1786 |       0.2453 |      5.0000e-20 |
|     183 |        7320 |       04:49:07 |       98.70% |              |       0.1974 |              |      5.0000e-20 |
|     184 |        7340 |       04:49:54 |       98.89% |              |       0.1959 |              |      5.0000e-20 |
|     184 |        7360 |       04:50:39 |       99.11% |              |       0.1575 |              |      5.0000e-20 |
|     185 |        7380 |       04:51:26 |       99.01% |              |       0.1482 |              |      5.0000e-20 |
|     185 |        7400 |       04:52:17 |       98.36% |       98.62% |       0.2367 |       0.2408 |      5.0000e-20 |
|     186 |        7420 |       04:53:04 |       98.66% |              |       0.2335 |              |      5.0000e-20 |
|     186 |        7440 |       04:53:50 |       98.87% |              |       0.1438 |              |      5.0000e-20 |
|     187 |        7460 |       04:54:36 |       98.94% |              |       0.1795 |              |      5.0000e-20 |
|     187 |        7480 |       04:55:21 |       98.93% |              |       0.1663 |              |      5.0000e-20 |
|     188 |        7500 |       04:56:15 |       98.82% |       98.58% |       0.1983 |       0.2520 |      5.0000e-20 |
|     188 |        7520 |       04:57:00 |       98.75% |              |       0.2140 |              |      5.0000e-20 |
|     189 |        7540 |       04:57:47 |       99.01% |              |       0.1697 |              |      5.0000e-20 |
|     189 |        7560 |       04:58:32 |       98.85% |              |       0.2017 |              |      5.0000e-20 |
|     190 |        7580 |       04:59:19 |       99.13% |              |       0.1700 |              |      5.0000e-20 |
|     190 |        7600 |       05:00:10 |       99.10% |       98.61% |       0.1663 |       0.2427 |      5.0000e-20 |
|     191 |        7620 |       05:00:57 |       98.58% |              |       0.1584 |              |      5.0000e-21 |
|     191 |        7640 |       05:01:43 |       98.71% |              |       0.2283 |              |      5.0000e-21 |
|     192 |        7660 |       05:02:29 |       98.99% |              |       0.1830 |              |      5.0000e-21 |
|     192 |        7680 |       05:03:14 |       98.89% |              |       0.1627 |              |      5.0000e-21 |
|     193 |        7700 |       05:04:08 |       99.16% |       98.62% |       0.2319 |       0.2454 |      5.0000e-21 |
|     193 |        7720 |       05:04:53 |       98.86% |              |       0.1594 |              |      5.0000e-21 |
|     194 |        7740 |       05:05:40 |       99.08% |              |       0.1422 |              |      5.0000e-21 |
|     194 |        7760 |       05:06:25 |       98.94% |              |       0.2100 |              |      5.0000e-21 |
|     195 |        7780 |       05:07:12 |       98.48% |              |       0.1931 |              |      5.0000e-21 |
|     195 |        7800 |       05:08:04 |       98.94% |       98.55% |       0.1943 |       0.2498 |      5.0000e-21 |
|     196 |        7820 |       05:08:51 |       98.87% |              |       0.1593 |              |      5.0000e-21 |
|     196 |        7840 |       05:09:36 |       99.01% |              |       0.1660 |              |      5.0000e-21 |
|     197 |        7860 |       05:10:23 |       98.82% |              |       0.1874 |              |      5.0000e-21 |
|     197 |        7880 |       05:11:08 |       98.48% |              |       0.2100 |              |      5.0000e-21 |
|     198 |        7900 |       05:12:01 |       98.94% |       98.63% |       0.2394 |       0.2397 |      5.0000e-21 |
|     198 |        7920 |       05:12:47 |       98.68% |              |       0.1703 |              |      5.0000e-21 |
|     199 |        7940 |       05:13:34 |       98.77% |              |       0.2213 |              |      5.0000e-21 |
|     199 |        7960 |       05:14:19 |       98.96% |              |       0.1412 |              |      5.0000e-21 |
|     200 |        7980 |       05:15:06 |       98.65% |              |       0.2136 |              |      5.0000e-21 |
|     200 |        8000 |       05:15:57 |       98.88% |       98.62% |       0.1327 |       0.2489 |      5.0000e-21 |
|     201 |        8020 |       05:16:45 |       98.36% |              |       0.2021 |              |      5.0000e-22 |
|     201 |        8040 |       05:17:30 |       98.88% |              |       0.1857 |              |      5.0000e-22 |
|     202 |        8060 |       05:18:16 |       98.94% |              |       0.1567 |              |      5.0000e-22 |
|     202 |        8080 |       05:19:01 |       98.85% |              |       0.1772 |              |      5.0000e-22 |
|     203 |        8100 |       05:19:55 |       98.78% |       98.63% |       0.1915 |       0.2399 |      5.0000e-22 |
|     203 |        8120 |       05:20:40 |       98.81% |              |       0.2420 |              |      5.0000e-22 |
|     204 |        8140 |       05:21:27 |       98.76% |              |       0.1988 |              |      5.0000e-22 |
|     204 |        8160 |       05:22:12 |       99.01% |              |       0.1422 |              |      5.0000e-22 |
|     205 |        8180 |       05:22:59 |       98.67% |              |       0.1758 |              |      5.0000e-22 |
|     205 |        8200 |       05:23:51 |       98.94% |       98.58% |       0.2151 |       0.2473 |      5.0000e-22 |
|     206 |        8220 |       05:24:38 |       98.46% |              |       0.1727 |              |      5.0000e-22 |
|     206 |        8240 |       05:25:23 |       98.90% |              |       0.1963 |              |      5.0000e-22 |
|     207 |        8260 |       05:26:10 |       98.96% |              |       0.1860 |              |      5.0000e-22 |
|     207 |        8280 |       05:26:55 |       98.91% |              |       0.1993 |              |      5.0000e-22 |
|     208 |        8300 |       05:27:48 |       98.93% |       98.58% |       0.1924 |       0.2453 |      5.0000e-22 |
|     208 |        8320 |       05:28:34 |       98.98% |              |       0.1645 |              |      5.0000e-22 |
|     209 |        8340 |       05:29:21 |       98.81% |              |       0.2021 |              |      5.0000e-22 |
|     209 |        8360 |       05:30:06 |       98.80% |              |       0.2255 |              |      5.0000e-22 |
|     210 |        8380 |       05:30:53 |       98.95% |              |       0.1665 |              |      5.0000e-22 |
|     210 |        8400 |       05:31:44 |       98.82% |       98.58% |       0.2527 |       0.2462 |      5.0000e-22 |
|     211 |        8420 |       05:32:32 |       99.03% |              |       0.1593 |              |      5.0000e-23 |
|     211 |        8440 |       05:33:17 |       98.97% |              |       0.1761 |              |      5.0000e-23 |
|     212 |        8460 |       05:34:04 |       98.84% |              |       0.1984 |              |      5.0000e-23 |
|     212 |        8480 |       05:34:49 |       98.82% |              |       0.1430 |              |      5.0000e-23 |
|     213 |        8500 |       05:35:42 |       98.24% |       98.59% |       0.2201 |       0.2442 |      5.0000e-23 |
|     213 |        8520 |       05:36:28 |       99.03% |              |       0.1938 |              |      5.0000e-23 |
|     214 |        8540 |       05:37:15 |       98.70% |              |       0.1580 |              |      5.0000e-23 |
|     214 |        8560 |       05:38:00 |       99.17% |              |       0.1461 |              |      5.0000e-23 |
|     215 |        8580 |       05:38:47 |       99.01% |              |       0.1422 |              |      5.0000e-23 |
|     215 |        8600 |       05:39:39 |       98.78% |       98.60% |       0.1940 |       0.2458 |      5.0000e-23 |
|     216 |        8620 |       05:40:26 |       98.59% |              |       0.2362 |              |      5.0000e-23 |
|     216 |        8640 |       05:41:11 |       98.71% |              |       0.2171 |              |      5.0000e-23 |
|     217 |        8660 |       05:41:58 |       99.19% |              |       0.1606 |              |      5.0000e-23 |
|     217 |        8680 |       05:42:43 |       98.98% |              |       0.1349 |              |      5.0000e-23 |
|     218 |        8700 |       05:43:36 |       98.90% |       98.64% |       0.1682 |       0.2378 |      5.0000e-23 |
|     218 |        8720 |       05:44:22 |       99.09% |              |       0.1970 |              |      5.0000e-23 |
|     219 |        8740 |       05:45:09 |       98.89% |              |       0.1766 |              |      5.0000e-23 |
|     219 |        8760 |       05:45:54 |       98.75% |              |       0.1644 |              |      5.0000e-23 |
|     220 |        8780 |       05:46:41 |       98.52% |              |       0.2237 |              |      5.0000e-23 |
|     220 |        8800 |       05:47:32 |       98.90% |       98.63% |       0.1520 |       0.2405 |      5.0000e-23 |
|     221 |        8820 |       05:48:19 |       98.98% |              |       0.1901 |              |      5.0000e-24 |
|     221 |        8840 |       05:49:04 |       99.02% |              |       0.1715 |              |      5.0000e-24 |
|     222 |        8860 |       05:49:51 |       98.96% |              |       0.1713 |              |      5.0000e-24 |
|     222 |        8880 |       05:50:36 |       98.87% |              |       0.1429 |              |      5.0000e-24 |
|     223 |        8900 |       05:51:29 |       99.07% |       98.63% |       0.1547 |       0.2390 |      5.0000e-24 |
|     223 |        8920 |       05:52:15 |       98.99% |              |       0.1803 |              |      5.0000e-24 |
|     224 |        8940 |       05:53:02 |       98.84% |              |       0.1840 |              |      5.0000e-24 |
|     224 |        8960 |       05:53:47 |       99.06% |              |       0.1363 |              |      5.0000e-24 |
|     225 |        8980 |       05:54:34 |       98.56% |              |       0.1563 |              |      5.0000e-24 |
|     225 |        9000 |       05:55:25 |       99.02% |       98.55% |       0.1389 |       0.2481 |      5.0000e-24 |
|     226 |        9020 |       05:56:12 |       98.99% |              |       0.1718 |              |      5.0000e-24 |
|     226 |        9040 |       05:56:58 |       98.64% |              |       0.1854 |              |      5.0000e-24 |
|     227 |        9060 |       05:57:45 |       98.86% |              |       0.1608 |              |      5.0000e-24 |
|     227 |        9080 |       05:58:30 |       98.71% |              |       0.2425 |              |      5.0000e-24 |
|     228 |        9100 |       05:59:23 |       98.68% |       98.59% |       0.1777 |       0.2425 |      5.0000e-24 |
|     228 |        9120 |       06:00:09 |       98.78% |              |       0.1931 |              |      5.0000e-24 |
|     229 |        9140 |       06:00:56 |       98.99% |              |       0.1458 |              |      5.0000e-24 |
|     229 |        9160 |       06:01:41 |       98.77% |              |       0.1889 |              |      5.0000e-24 |
|     230 |        9180 |       06:02:28 |       98.64% |              |       0.2003 |              |      5.0000e-24 |
|     230 |        9200 |       06:03:19 |       98.65% |       98.61% |       0.2320 |       0.2428 |      5.0000e-24 |
|     231 |        9220 |       06:04:06 |       98.25% |              |       0.2007 |              |      5.0000e-25 |
|     231 |        9240 |       06:04:51 |       98.71% |              |       0.1744 |              |      5.0000e-25 |
|     232 |        9260 |       06:05:38 |       98.30% |              |       0.2120 |              |      5.0000e-25 |
|     232 |        9280 |       06:06:23 |       98.59% |              |       0.1536 |              |      5.0000e-25 |
|     233 |        9300 |       06:07:17 |       98.64% |       98.62% |       0.1712 |       0.2442 |      5.0000e-25 |
|     233 |        9320 |       06:08:02 |       98.73% |              |       0.1453 |              |      5.0000e-25 |
|     234 |        9340 |       06:08:49 |       98.83% |              |       0.2154 |              |      5.0000e-25 |
|     234 |        9360 |       06:09:34 |       98.65% |              |       0.1951 |              |      5.0000e-25 |
|     235 |        9380 |       06:10:21 |       98.86% |              |       0.1790 |              |      5.0000e-25 |
|     235 |        9400 |       06:11:12 |       98.79% |       98.55% |       0.1964 |       0.2419 |      5.0000e-25 |
|     236 |        9420 |       06:11:59 |       98.84% |              |       0.2218 |              |      5.0000e-25 |
|     236 |        9440 |       06:12:44 |       98.83% |              |       0.1461 |              |      5.0000e-25 |
|     237 |        9460 |       06:13:31 |       98.98% |              |       0.1515 |              |      5.0000e-25 |
|     237 |        9480 |       06:14:16 |       98.87% |              |       0.1409 |              |      5.0000e-25 |
|     238 |        9500 |       06:15:10 |       99.14% |       98.63% |       0.1737 |       0.2366 |      5.0000e-25 |
|     238 |        9520 |       06:15:56 |       98.75% |              |       0.1618 |              |      5.0000e-25 |
|     239 |        9540 |       06:16:42 |       98.58% |              |       0.3141 |              |      5.0000e-25 |
|     239 |        9560 |       06:17:28 |       98.41% |              |       0.2136 |              |      5.0000e-25 |
|     240 |        9580 |       06:18:14 |       98.82% |              |       0.2172 |              |      5.0000e-25 |
|     240 |        9600 |       06:19:06 |       98.99% |       98.59% |       0.1508 |       0.2482 |      5.0000e-25 |
|     241 |        9620 |       06:19:53 |       98.88% |              |       0.1605 |              |      5.0000e-26 |
|     241 |        9640 |       06:20:38 |       98.62% |              |       0.2411 |              |      5.0000e-26 |
|     242 |        9660 |       06:21:25 |       98.82% |              |       0.1648 |              |      5.0000e-26 |
|     242 |        9680 |       06:22:10 |       98.98% |              |       0.2140 |              |      5.0000e-26 |
|     243 |        9700 |       06:23:04 |       98.68% |       98.61% |       0.2131 |       0.2432 |      5.0000e-26 |
|     243 |        9720 |       06:23:50 |       99.08% |              |       0.1469 |              |      5.0000e-26 |
|     244 |        9740 |       06:24:36 |       98.66% |              |       0.1794 |              |      5.0000e-26 |
|     244 |        9760 |       06:25:21 |       99.03% |              |       0.1289 |              |      5.0000e-26 |
|     245 |        9780 |       06:26:08 |       99.04% |              |       0.1619 |              |      5.0000e-26 |
|     245 |        9800 |       06:27:00 |       98.96% |       98.63% |       0.1792 |       0.2435 |      5.0000e-26 |
|     246 |        9820 |       06:27:47 |       98.92% |              |       0.1613 |              |      5.0000e-26 |
|     246 |        9840 |       06:28:32 |       98.94% |              |       0.2278 |              |      5.0000e-26 |
|     247 |        9860 |       06:29:19 |       99.04% |              |       0.1806 |              |      5.0000e-26 |
|     247 |        9880 |       06:30:04 |       98.55% |              |       0.2891 |              |      5.0000e-26 |
|     248 |        9900 |       06:30:57 |       98.45% |       98.62% |       0.2374 |       0.2384 |      5.0000e-26 |
|     248 |        9920 |       06:31:43 |       99.02% |              |       0.1415 |              |      5.0000e-26 |
|     249 |        9940 |       06:32:30 |       98.81% |              |       0.2736 |              |      5.0000e-26 |
|     249 |        9960 |       06:33:15 |       98.86% |              |       0.2088 |              |      5.0000e-26 |
|     250 |        9980 |       06:34:02 |       99.04% |              |       0.1470 |              |      5.0000e-26 |
|     250 |       10000 |       06:34:53 |       98.98% |       98.62% |       0.1783 |       0.2380 |      5.0000e-26 |
|======================================================================================================================|
UNet trained. Check models directory
